altitude,aptarea,aptdia,bitpix,bscale,bzero,ccd-temp,date-obs,exposure,exptime,file,filter,flipstat,focallen,history,imagetyp,instrume,jd-obs,latitude,longitud,lst,mjd-obs,naxis,naxis1,naxis2,notes,objctdec,objctra,oscan,oscanax,oscanst,purged,readoutm,set-temp,simple,sitelat,sitelong,swcreate,swowner,telescop,xbinning,xorgsubf,xpixsz,ybinning,yorgsubf,ypixsz,a_0_2,a_1_1,a_2_0,a_order,airmass,alt-obj,ap_0_1,ap_0_2,ap_1_0,ap_1_1,ap_2_0,ap_order,az-obj,b_0_2,b_1_1,b_2_0,b_order,bp_0_1,bp_0_2,bp_1_0,bp_1_1,bp_2_0,bp_order,cd1_1,cd1_2,cd2_1,cd2_2,comment,crpix1,crpix2,crval1,crval2,ctype1,ctype2,cunit1,cunit2,date,dec,equinox,ha,imageh,imagew,latpole,lonpole,ra,secz,wcsaxes
311.8,129717.114362,406.399993896,16,1.0,32768.0,-18.771489,2013-07-04T05:21:09,0.0,0.0,flood-flat-010bias.fit,R,,3325.0,----- END patch_headers history on 2013-10-25 09:39:22.047588 -----,BIAS,Apogee USB/Net,2456477.72302,+46:52:00.41,-96:27:11.80,17:44:53.64,56477.2230208,2,3085,2048,,,,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.8,129717.114362,406.399993896,16,1.0,32768.0,-18.7777755,2013-07-04T05:19:54,15.0,15.0,flood-flat-010R.fit,R,,3325.0,----- END patch_headers history on 2013-10-25 09:39:24.296908 -----,FLAT,Apogee USB/Net,2456477.72215,+46:52:00.41,-96:27:11.80,17:43:38.43,56477.2221528,2,3085,2048,,,,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.8,129717.114362,406.399993896,16,,32768.0,-18.76205925,2013-07-04T05:40:16,30.0,30.0,SA112-SF1-001R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.7363,+46:52:00.41,-96:27:11.80,18:04:03.78,56477.2362963,2,3085,2048,,+00:08:11,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-1.90096751668e-07,3.33756744474e-07,-2.51766851233e-07,2,1.892,31.91235,-2.24753552616e-07,1.90097110714e-07,2.50690283366e-07,-3.33756687758e-07,2.51766617332e-07,2,131.34599,1.34836480095e-07,2.21578859722e-07,-1.02353347029e-08,2,-1.76713782412e-08,-1.34836510621e-07,6.69713950541e-08,-2.21579168349e-07,1.02353631609e-08,2,0.000154793515962,8.98061449018e-06,-9.08270932008e-06,0.000154821376155,,1543.5,1025,310.611234299,0.139163448679,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T09:54:11,+00:08:11,2000.0,-2:38:21.22170,2048,3085,0.0,180.0,20:42:25,1.892,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.8029215,2013-07-04T05:45:33,30.0,30.0,SA112-SF1-001R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.73997,+46:52:00.41,-96:27:11.80,18:09:21.65,56477.2399653,2,3085,2048,,+00:08:13,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-3.33902227858e-07,4.02366972412e-07,-2.66134947459e-07,2,1.857,32.58555,-3.2782395687e-07,3.33902868331e-07,2.94694403378e-07,-4.02366891851e-07,2.6613464352e-07,2,132.69466,1.28594282093e-07,2.72757233758e-07,1.09847561632e-09,2,-3.64298399941e-08,-1.28594161998e-07,7.96120824666e-08,-2.72757686007e-07,-1.09845999911e-09,2,0.000154775366414,8.98177138352e-06,-9.08824034603e-06,0.000154828640858,,1543.5,1025,310.610599172,0.138490820371,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T09:55:04,+00:08:13,2000.0,-2:33:03.35376,2048,3085,0.0,180.0,20:42:25,1.857,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.80606475,2013-07-04T05:48:08,30.0,30.0,SA112-SF1-002R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.74176,+46:52:00.41,-96:27:11.80,18:11:57.07,56477.2417593,2,3085,2048,,+00:08:11,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-1.83347254771e-07,4.33855885996e-07,-3.09827189297e-07,2,1.841,32.90874,-3.5132096249e-07,1.833475764e-07,4.29820442417e-07,-4.3385559106e-07,3.09826824441e-07,2,133.3619,2.34677346673e-08,1.9608917227e-07,7.19443836837e-08,2,1.34761710215e-08,-2.34676877596e-08,-1.93465761744e-08,-1.96089442139e-07,-7.19443231385e-08,2,0.000154785815105,8.98912560738e-06,-9.08966123981e-06,0.000154835556008,,1543.5,1025,310.610536891,0.138411124543,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:00:03,+00:08:11,2000.0,-2:30:27.92937,2048,3085,0.0,180.0,20:42:25,1.841,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.7400565,2013-07-04T05:53:15,30.0,30.0,SA112-SF1-002R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.74531,+46:52:00.41,-96:27:11.80,18:17:04.91,56477.2453125,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-1.77581315797e-07,3.19863295063e-07,-2.36529355478e-07,2,1.81,33.5395,-1.2593431542e-07,1.775815862e-07,1.81727519528e-07,-3.19863209298e-07,2.36529129746e-07,2,134.69702,1.04035572703e-08,3.71455927473e-07,-2.12069972261e-08,2,-1.35364333596e-08,-1.04033734193e-08,5.4821801827e-08,-3.71456332982e-07,2.12069830049e-08,2,0.000154781690865,8.99877280483e-06,-9.09031681129e-06,0.000154825938841,,1543.5,1025,310.611201357,0.137744017883,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:00:51,+00:08:12,2000.0,-2:25:20.08883,2048,3085,0.0,180.0,20:42:25,1.81,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.746343,2013-07-04T05:55:43,30.0,30.0,SA112-SF1-003R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.74703,+46:52:00.41,-96:27:11.80,18:19:33.32,56477.2470255,2,3085,2048,,+00:08:13,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-1.56013873741e-07,3.11383996534e-07,-2.89031222116e-07,2,1.796,33.83857,-1.65982244939e-07,1.5601418053e-07,2.81022816438e-07,-3.11383811249e-07,2.8903088515e-07,2,135.34748,-1.72108361997e-08,3.45787017514e-07,-2.47397630119e-09,2,-2.04255143477e-08,1.72109799273e-08,3.47229252701e-08,-3.4578729513e-07,2.47397240282e-09,2,0.000154803125669,8.99114336245e-06,-9.10577818207e-06,0.000154856160419,,1543.5,1025,310.611314877,0.137474144187,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:06:49,+00:08:13,2000.0,-2:22:51.68362,2048,3085,0.0,180.0,20:42:25,1.796,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.8532135,2013-07-04T06:00:51,30.0,30.0,SA112-SF1-003R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.75059,+46:52:00.41,-96:27:11.80,18:24:42.16,56477.2505903,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.49213798933e-07,2.88020696932e-07,-2.833737362e-07,2,1.768,34.44914,-1.66623178063e-07,2.49214109374e-07,2.6366163985e-07,-2.88020512895e-07,2.83373417481e-07,2,136.7162,-3.90938472785e-08,2.7303675386e-07,-2.22630065432e-08,2,-5.54312230231e-08,3.90940053426e-08,3.15275912259e-08,-2.73036870021e-07,2.2262991429e-08,2,0.000154780245171,9.00115704267e-06,-9.086756248e-06,0.000154834545223,,1543.5,1025,310.611581658,0.136948794999,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:06:59,+00:08:12,2000.0,-2:17:42.84031,2048,3085,0.0,180.0,20:42:25,1.768,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.809208,2013-07-04T06:03:19,30.0,30.0,SA112-SF1-004R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.7523,+46:52:00.41,-96:27:11.80,18:27:10.56,56477.2523032,2,3085,2048,,+00:08:13,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.27448904971e-07,3.6711660056e-07,-2.91153211755e-07,2,1.755,34.73745,-2.68393880587e-07,2.27449309561e-07,3.24552320498e-07,-3.67116433987e-07,2.91152888643e-07,2,137.38071,5.07180489278e-08,2.4243331107e-07,1.10566799644e-09,2,-4.28048791181e-08,-5.0717956906e-08,4.62751837975e-08,-2.42433561047e-07,-1.10565150335e-09,2,0.000154792220793,8.99831325968e-06,-9.0891908256e-06,0.000154839104874,,1543.5,1025,310.611919903,0.136560247305,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:08:31,+00:08:13,2000.0,-2:15:14.43509,2048,3085,0.0,180.0,20:42:25,1.755,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.8406405,2013-07-04T06:08:17,30.0,30.0,SA112-SF1-004R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.75575,+46:52:00.41,-96:27:11.80,18:32:09.38,56477.2557523,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-6.3891188249e-07,8.55282343673e-07,-4.5310692367e-07,2,1.73,35.30618,3.42429819453e-09,6.38911056738e-07,3.52295923443e-07,-8.55281079135e-07,4.53106417999e-07,2,138.7332,-8.29943077528e-07,7.00876434485e-07,-1.25214713114e-07,2,7.6624237103e-07,8.29940569574e-07,-3.2907332886e-07,-7.00874984547e-07,1.25215071032e-07,2,0.000154752180799,9.06705289306e-06,-9.13149343832e-06,0.000154916676759,,1543.5,1025,310.611547432,0.136132006298,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:08:37,+00:08:12,2000.0,-2:10:15.61919,2048,3085,0.0,180.0,20:42:25,1.73,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.809208,2013-07-04T06:10:41,30.0,30.0,SA112-SF1-005R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.75742,+46:52:00.41,-96:27:11.80,18:34:33.78,56477.257419,2,3085,2048,,+00:08:13,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-9.91744609968e-07,8.73426099179e-07,-4.35317548674e-07,2,1.719,35.57595,2.18659802944e-07,9.91743205664e-07,1.71238663523e-07,-8.73424403332e-07,4.35317095423e-07,2,139.39327,-7.03375377406e-07,8.19636426758e-07,-1.32958257786e-07,2,3.4731467454e-07,7.03374648688e-07,-2.69859911935e-07,-8.19635791246e-07,1.32958439165e-07,2,0.000154745066129,9.10236204293e-06,-9.13400303776e-06,0.000154910050742,,1543.5,1025,310.611488811,0.135849807847,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:09:20,+00:08:13,2000.0,-2:07:51.22494,2048,3085,0.0,180.0,20:42:25,1.719,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.7274835,2013-07-04T06:15:42,30.0,30.0,SA112-SF1-005R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.7609,+46:52:00.41,-96:27:11.80,18:39:35.60,56477.2609028,2,3085,2048,,+00:08:11,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-8.06381625563e-08,4.05679954098e-07,-3.33327552074e-07,2,1.696,36.12709,5.20303530728e-07,8.06369267577e-08,-1.79966898265e-07,-4.0567806922e-07,3.33327651073e-07,2,140.78792,-2.68406451177e-06,1.67196844178e-06,-1.4974792784e-07,2,1.20608941915e-05,2.6840136806e-06,-4.99700582924e-06,-1.6719403405e-06,1.49757995149e-07,2,0.000154779833704,9.03361802622e-06,-9.22677568678e-06,0.000155151703233,,1543.5,1025,310.611334851,0.135291826835,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:09:26,+00:08:11,2000.0,-2:02:49.40080,2048,3085,0.0,180.0,20:42:25,1.696,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.796635,2013-07-04T06:18:07,30.0,30.0,SA112-SF1-006R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.76258,+46:52:00.41,-96:27:11.80,18:42:01.00,56477.262581,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.92046317387e-07,5.65612261626e-07,-4.37136019051e-07,2,1.686,36.38729,8.35827500934e-07,2.920429171e-07,-6.46277724559e-08,-5.65609235688e-07,4.37136097681e-07,2,141.46639,-2.27564242847e-06,1.31057978057e-06,-1.10212837252e-07,2,7.98801175102e-06,2.2756101569e-06,-3.11514628376e-06,-1.31056300191e-06,1.10218810434e-07,2,0.000154763758588,9.05794082981e-06,-9.18729628915e-06,0.000155048060439,,1543.5,1025,310.611229205,0.135043874823,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:10:32,+00:08:12,2000.0,-2:00:24.00378,2048,3085,0.0,180.0,20:42:25,1.686,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.80606475,2013-07-04T06:23:08,30.0,30.0,SA112-SF1-006R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.76606,+46:52:00.41,-96:27:11.80,18:47:02.82,56477.2660648,2,3085,2048,,+00:08:11,20:42:26,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-3.60058058777e-07,5.44695219768e-07,-4.30218744646e-07,2,1.665,36.91258,4.31755061468e-07,3.60056319476e-07,1.81137291753e-07,-5.44693443738e-07,4.30218319321e-07,2,142.88491,-1.29285414202e-06,1.05902636035e-06,-7.40766468941e-08,2,2.64735238229e-06,1.29284507089e-06,-1.3216284739e-06,-1.05902085702e-06,7.40779145124e-08,2,0.000154762771667,9.04614846231e-06,-9.16299017045e-06,0.000154969753157,,1543.5,1025,310.611865956,0.134343702306,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:10:38,+00:08:11,2000.0,-1:55:23.17967,2048,3085,0.0,180.0,20:42:26,1.665,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.79977825,2013-07-04T06:25:27,30.0,30.0,SA112-SF1-007R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.76767,+46:52:00.41,-96:27:11.80,18:49:22.20,56477.2676736,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.88898036022e-07,6.0184687636e-07,-3.50326932112e-07,2,1.656,37.15228,3.76069667807e-07,2.88896995397e-07,-7.34330004264e-10,-6.01845891178e-07,3.50326768686e-07,2,143.55327,-1.06007820836e-06,1.09445889499e-06,-1.21114708934e-07,2,2.08151478181e-06,1.06007212424e-06,-1.10088215852e-06,-1.09445534165e-06,1.21115676196e-07,2,0.000154772795903,9.07860414846e-06,-9.15041607666e-06,0.000154945704402,,1543.5,1025,310.611352576,0.134340426593,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:11:16,+00:08:12,2000.0,-1:53:02.79909,2048,3085,0.0,180.0,20:42:25,1.656,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.8154945,2013-07-04T06:30:25,30.0,30.0,SA112-SF1-007R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.77112,+46:52:00.41,-96:27:11.80,18:54:21.02,56477.2711227,2,3085,2048,,+00:08:11,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.57155363256e-07,6.24511469355e-07,-3.98568645965e-07,2,1.637,37.64911,4.22468640693e-08,2.57155185284e-07,3.25795368738e-07,-6.24510691113e-07,3.98568050533e-07,2,144.99039,-8.0311663167e-07,9.45260582608e-07,-1.21892727287e-08,2,1.14483810933e-06,8.03113841027e-07,-6.30770364285e-07,-9.45258863717e-07,1.2189537626e-08,2,0.000154768783349,9.06287170139e-06,-9.14628708199e-06,0.000154921512748,,1543.5,1025,310.610931284,0.133904546466,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:11:21,+00:08:11,2000.0,-1:48:03.98319,2048,3085,0.0,180.0,20:42:25,1.637,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.74319975,2013-07-04T06:32:43,30.0,30.0,SA112-SF1-008R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.77272,+46:52:00.41,-96:27:11.80,18:56:39.39,56477.2727199,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.50671728807e-07,4.97415341054e-07,-3.33537081272e-07,2,1.629,37.87363,2.75982566714e-07,2.5067109006e-07,6.56909249574e-08,-4.9741459619e-07,3.33536782289e-07,2,145.66214,-8.50599265102e-07,1.08569574482e-06,-8.81444217681e-08,2,1.53407683406e-06,8.50595600099e-07,-8.73066500912e-07,-1.08569352633e-06,8.81448713922e-08,2,0.000154763383485,9.05200512871e-06,-9.15261984683e-06,0.000154949984115,,1543.5,1025,310.610867011,0.133660011893,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:12:13,+00:08:12,2000.0,-1:45:45.60533,2048,3085,0.0,180.0,20:42:25,1.629,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.784062,2013-07-04T06:37:50,30.0,30.0,SA112-SF1-008R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.77627,+46:52:00.41,-96:27:11.80,19:01:47.24,56477.2762731,2,3085,2048,,+00:08:14,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-1.88018688088e-07,4.0594863456e-07,-3.07054012679e-07,2,1.611,38.35924,3.08616991547e-07,1.88018080655e-07,1.50912209374e-08,-4.05948056887e-07,3.07053777651e-07,2,147.17114,-8.68945703575e-07,1.21849125513e-06,-1.19562133102e-07,2,1.89565371693e-06,8.68941273642e-07,-1.09529137459e-06,-1.21848876897e-06,1.19562694605e-07,2,0.000154786609986,9.05096637744e-06,-9.17424579009e-06,0.000154968093566,,1543.5,1025,310.611244368,0.133117633452,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:12:19,+00:08:14,2000.0,-1:40:37.76480,2048,3085,0.0,180.0,20:42:25,1.611,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.796635,2013-07-04T06:40:09,30.0,30.0,SA112-SF1-009R1.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.77788,+46:52:00.41,-96:27:11.80,19:04:06.62,56477.2778819,2,3085,2048,,+00:08:12,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-5.34733697939e-07,7.76950147198e-07,-3.23973047425e-07,2,1.604,38.57196,2.12187506328e-07,5.34733134107e-07,2.78770294388e-08,-7.76949422995e-07,3.23972819494e-07,2,147.8613,-6.23466592394e-07,9.26449182277e-07,-8.09225312497e-08,2,6.41532259498e-07,6.23465771863e-07,-3.80501210934e-07,-9.26448921545e-07,8.09227587667e-08,2,0.000154747493046,9.08892822252e-06,-9.14593452669e-06,0.000154932117881,,1543.5,1025,310.611183439,0.132922285433,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:13:51,+00:08:12,2000.0,-1:38:18.38421,2048,3085,0.0,180.0,20:42:25,1.604,2
311.8,129717.114362,406.399993896,16,,32768.0,-18.8029215,2013-07-04T06:45:02,30.0,30.0,SA112-SF1-009R2.fit,R,,3325.0,"This WCS header was created by the program ""blind"".",LIGHT,Apogee USB/Net,2456477.78127,+46:52:00.41,-96:27:11.80,19:09:00.42,56477.2812731,2,3085,2048,,+00:08:14,20:42:25,True,1,3073,True,Monochrome,-27.2000007629,True,+46:52:00.41,-96:27:11.80,MaxIm DL Version 5.21 130912 01A17,MNState Physics-1,FEDER,1,0,9.0,1,0,9.0,-2.69704174173e-07,5.97597169522e-07,-3.35097698267e-07,2,1.589,39.00862,2.66205018882e-07,2.69703805887e-07,4.99218090413e-08,-5.97596858243e-07,3.35097432307e-07,2,149.32859,-6.38004755684e-07,1.17526178932e-06,-1.25126608844e-07,2,1.17953210699e-06,6.38002984923e-07,-6.49133220739e-07,-1.17526160166e-06,1.25126979458e-07,2,0.000154751074764,9.08847356783e-06,-9.16471532549e-06,0.000154957335989,,1543.5,1025,310.61107765,0.132613445217,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,2013-10-25T10:13:56,+00:08:14,2000.0,-1:33:24.58201,2048,3085,0.0,180.0,20:42:25,1.589,2
